Package,Type,Title,Version,Description,License,Encoding,URL,Repository,Author,Maintainer,_published,_filesize,organization
revealjs,Package,R Markdown Format for 'reveal.js' Presentations,0.9.1.9007,"R Markdown format for 'reveal.js' presentations, a framework
for easily creating beautiful presentations using HTML.",MIT + file LICENSE,UTF-8,https://github.com/rstudio/revealjs,https://rstudio.r-universe.dev,"Christophe Dervieux [cre],
JJ Allaire [aut],
Hakim El Hattab [aut, cph] (reveal.js,
https://github.com/hakimel/reveal.js),
Asvin Goel [ctb, cph] (chalkboard plugin),
Greg Denehy [ctb, cph] (menu plugin),
Posit Software, PBC [cph, fnd]",Christophe Dervieux <cderv@posit.co>,2023-04-02T07:15:25.282Z,2842777,RStudio
shinytest,NA,Test Shiny Apps,1.5.3,"For automated testing of Shiny applications, using
a headless browser, driven through 'WebDriver'.",MIT + file LICENSE,UTF-8,https://github.com/rstudio/shinytest,https://rstudio.r-universe.dev,"Winston Chang [aut, cre],
Gábor Csárdi [aut],
Hadley Wickham [aut],
RStudio [cph, fnd],
Mango Solutions [cph, ccp]",Winston Chang <winston@rstudio.com>,2023-03-25T02:15:25.093Z,364239,RStudio
pagedown,Package,Paginate the HTML Output of R Markdown with CSS for Print,0.20.1,"Use the paged media properties in CSS and the JavaScript
library 'paged.js' to split the content of an HTML document into discrete
pages. Each page can have its page size, page numbers, margin boxes, and
running headers, etc. Applications of this package include books, letters,
reports, papers, business cards, resumes, and posters.",MIT + file LICENSE,UTF-8,https://github.com/rstudio/pagedown,https://rstudio.r-universe.dev,"Yihui Xie [aut, cre] (<https://orcid.org/0000-0003-0645-5666>),
Romain Lesur [aut, cph] (<https://orcid.org/0000-0002-0721-5595>),
Christophe Dervieux [ctb] (<https://orcid.org/0000-0003-4474-2498>),
Brent Thorne [aut] (<https://orcid.org/0000-0002-1099-3857>),
Xianying Tan [aut] (<https://orcid.org/0000-0002-6072-3521>),
Atsushi Yasumoto [ctb] (<https://orcid.org/0000-0002-8335-495X>),
Posit Software, PBC [cph, fnd],
Adam Hyde [ctb] (paged.js in resources/js/),
Min-Zhong Lu [ctb] (resume.css in resources/css/),
Zulko [ctb] (poster-relaxed.css in resources/css/)",Yihui Xie <xie@yihui.name>,2023-03-20T17:13:34.024Z,371269,RStudio
tufte,Package,Tufte's Styles for R Markdown Documents,0.12.4,"Provides R Markdown output formats to use Tufte styles for
PDF and HTML output.",GPL-3,UTF-8,https://github.com/rstudio/tufte,https://rstudio.r-universe.dev,"Yihui Xie [aut] (<https://orcid.org/0000-0003-0645-5666>),
Christophe Dervieux [ctb, cre]
(<https://orcid.org/0000-0003-4474-2498>),
JJ Allaire [aut],
Andrzej Oles [ctb],
Dave Liepmann [ctb] (Tufte CSS in
inst/rmarkdown/templates/tufte_html/resources),
Posit Software, PBC [cph, fnd]",Christophe Dervieux <cderv@posit.co>,2023-03-20T16:27:55.053Z,340021,RStudio
distill,Package,'R Markdown' Format for Scientific and Technical Writing,1.5.2,"Scientific and technical article format for the web.
'Distill' articles feature attractive, reader-friendly typography,
flexible layout options for visualizations, and full support for
footnotes and citations.",Apache License 2.0,UTF-8,"https://github.com/rstudio/distill,
https://pkgs.rstudio.com/distill",https://rstudio.r-universe.dev,"Christophe Dervieux [aut, cre]
(<https://orcid.org/0000-0003-4474-2498>),
JJ Allaire [aut] (<https://orcid.org/0000-0003-0174-9868>),
Rich Iannone [aut],
Alison Presmanes Hill [aut] (<https://orcid.org/0000-0002-8082-1890>),
Yihui Xie [aut] (<https://orcid.org/0000-0003-0645-5666>),
Posit Software, PBC [cph, fnd],
Google LLC [ctb, cph] (https://distill.pub/guide/),
Nick Williams [ctb, cph] (https://wicky.nillia.ms/headroom.js/),
Denis Demchenko [ctb, cph] (https://github.com/lancedikson/bowser),
The Polymer Authors [ctb, cph]
(https://www.webcomponents.org/polyfills/),
Gábor Csárdi [ctb, cph] (whoami),
JooYoung Seo [ctb] (<https://orcid.org/0000-0002-4064-6012>)",Christophe Dervieux <cderv@posit.co>,2023-03-20T16:23:32.825Z,357794,RStudio
blogdown,Package,Create Blogs and Websites with R Markdown,1.16.1,"Write blog posts and web pages in R Markdown. This package
supports the static site generator 'Hugo' (<https://gohugo.io>) best,
and it also supports 'Jekyll' (<https://jekyllrb.com>) and 'Hexo'
(<https://hexo.io>).",GPL-3,UTF-8,"https://github.com/rstudio/blogdown,
https://pkgs.rstudio.com/blogdown/",https://rstudio.r-universe.dev,"Yihui Xie [aut, cre] (<https://orcid.org/0000-0003-0645-5666>),
Christophe Dervieux [aut] (<https://orcid.org/0000-0003-4474-2498>),
Alison Presmanes Hill [aut] (<https://orcid.org/0000-0002-8082-1890>),
Amber Thomas [ctb],
Beilei Bian [ctb],
Brandon Greenwell [ctb],
Brian Barkley [ctb],
Deependra Dhakal [ctb],
Eric Nantz [ctb],
Forest Fang [ctb],
Garrick Aden-Buie [ctb],
Hiroaki Yutani [ctb],
Ian Lyttle [ctb],
Jake Barlow [ctb],
James Balamuta [ctb],
JJ Allaire [ctb],
Jon Calder [ctb],
Jozef Hajnala [ctb],
Juan Manuel Vazquez [ctb],
Kevin Ushey [ctb],
Leonardo Collado-Torres [ctb],
Maëlle Salmon [ctb],
Maria Paula Caldas [ctb],
Nicolas Roelandt [ctb],
Oliver Madsen [ctb],
Raniere Silva [ctb],
TC Zhang [ctb],
Xianying Tan [ctb],
Posit Software, PBC [cph, fnd]",Yihui Xie <xie@yihui.name>,2023-03-18T03:14:04.648Z,278778,RStudio
pins,Package,"Pin, Discover and Share Resources",1.1.0.9000,"Publish data sets, models, and other R objects, making it
easy to share them across projects and with your colleagues. You can
pin objects to a variety of ""boards"", including local folders (to
share on a networked drive or with 'DropBox'), 'RStudio' connect,
Amazon S3, and more.",Apache License (>= 2),UTF-8,"https://pins.rstudio.com/, https://github.com/rstudio/pins-r",https://rstudio.r-universe.dev,"Julia Silge [cre, aut] (<https://orcid.org/0000-0002-3671-836X>),
Hadley Wickham [aut] (<https://orcid.org/0000-0003-4757-117X>),
Javier Luraschi [aut],
Posit Software, PBC [cph, fnd]",Julia Silge <julia.silge@posit.co>,2023-03-17T19:16:33.489Z,442054,RStudio
tensorflow,Package,R Interface to 'TensorFlow',2.11.0.9000,"Interface to 'TensorFlow' <https://www.tensorflow.org/>,
an open source software library for numerical computation using data
flow graphs. Nodes in the graph represent mathematical operations,
while the graph edges represent the multidimensional data arrays
(tensors) communicated between them. The flexible architecture allows
you to deploy computation to one or more 'CPUs' or 'GPUs' in a desktop,
server, or mobile device with a single 'API'. 'TensorFlow' was originally
developed by researchers and engineers working on the Google Brain Team
within Google's Machine Intelligence research organization for the
purposes of conducting machine learning and deep neural networks research,
but the system is general enough to be applicable in a wide variety
of other domains as well.",Apache License 2.0,UTF-8,https://github.com/rstudio/tensorflow,https://rstudio.r-universe.dev,"Daniel Falbel [ctb, cph],
JJ Allaire [aut, cph],
RStudio [cph, fnd],
Yuan Tang [aut, cph] (<https://orcid.org/0000-0001-5243-233X>),
Dirk Eddelbuettel [ctb, cph],
Nick Golding [ctb, cph],
Tomasz Kalinowski [ctb, cph, cre],
Google Inc. [ctb, cph] (Examples and Tutorials)",Tomasz Kalinowski <tomasz.kalinowski@rstudio.com>,2023-03-15T13:44:45.972Z,223157,RStudio
dygraphs,Package,Interface to 'Dygraphs' Interactive Time Series Charting Library,1.1.1.7,"An R interface to the 'dygraphs' JavaScript charting library
(a copy of which is included in the package). Provides rich facilities
for charting time-series data in R, including highly configurable
series- and axis-display and interactive features like zoom/pan and
series/point highlighting.",MIT + file LICENSE,NA,https://github.com/rstudio/dygraphs,https://rstudio.r-universe.dev,"Dan Vanderkam [aut, cph] (dygraphs library in htmlwidgets/lib,
https://dygraphs.com/),
Petr Shevtsov [cre, cph],
JJ Allaire [aut],
RStudio [cph],
Jonathan Owen [aut, cph],
Daniel Gromer [aut, cph],
Benoit Thieurmel [aut, cph],
Kent Laukhuf [ctb],
jQuery Foundation [cph] (jQuery library),
jQuery contributors [ctb, cph] (jQuery library; authors listed in
inst/htmlwidgets/lib/jquery/AUTHORS.txt)",Petr Shevtsov <petr.shevtsov@gmail.com>,2023-03-14T20:49:47.488Z,510598,RStudio
blastula,Package,Easily Send HTML Email Messages,0.3.3.9000,"Compose and send out responsive HTML email messages that render
perfectly across a range of email clients and device sizes. Helper functions
let the user insert embedded images, web link buttons, and 'ggplot2' plot
objects into the message body. Messages can be sent through an 'SMTP'
server, through the 'RStudio Connect' service, or through the 'Mailgun' API
service <https://www.mailgun.com/>.",MIT + file LICENSE,UTF-8,https://github.com/rstudio/blastula,https://rstudio.r-universe.dev,"Richard Iannone [aut, cre] (<https://orcid.org/0000-0003-3925-190X>),
Joe Cheng [aut],
Jeroen Ooms [ctb] (<https://orcid.org/0000-0002-4035-0289>),
Ted Goas [cph] (cerberus-meta.html),
Posit Software, PBC [cph, fnd]",Richard Iannone <rich@posit.co>,2023-03-13T15:13:08.732Z,2411621,RStudio
bigD,Package,Flexibly Format Dates and Times to a Given Locale,0.2.0.9000,"Format dates and times flexibly and to whichever locales
make sense. Parses dates, times, and date-times in various formats
(including string-based ISO 8601 constructions). The formatting syntax gives
the user many options for formatting the date and time output in a precise
manner. Time zones in the input can be expressed in multiple ways and there
are many options for formatting time zones in the output as well. Several of
the provided helper functions allow for automatic generation of locale-aware
formatting patterns based on date/time skeleton formats and standardized
date/time formats with varying specificity.",MIT + file LICENSE,UTF-8,https://github.com/rstudio/bigD,https://rstudio.r-universe.dev,"Richard Iannone [aut, cre] (<https://orcid.org/0000-0003-3925-190X>),
Posit Software, PBC [cph, fnd]",Richard Iannone <rich@posit.co>,2023-03-13T15:13:48.723Z,1489003,RStudio
juicyjuice,NA,Inline CSS Properties into HTML Tags Using 'juice',0.1.0.9000,"There are occasions where you need a piece of HTML with integrated
styles. A prime example of this is HTML email. This transformation
involves moving the CSS and associated formatting instructions from the
style block in the head of your document into the body of the HTML. Many
prominent email clients require integrated styles in HTML email; otherwise a
received HTML email will be displayed without any styling. This package will
quickly and precisely perform these CSS transformations when given HTML text
and it does so by using the JavaScript 'juice' library.",MIT + file LICENSE,UTF-8,https://github.com/rstudio/juicyjuice,https://rstudio.r-universe.dev,"Richard Iannone [aut, cre] (<https://orcid.org/0000-0003-3925-190X>),
Automattic [cph] (juice library),
juice contributors [ctb] (juice library),
Posit Software, PBC [cph, fnd]",Richard Iannone <rich@posit.co>,2023-03-13T14:17:30.479Z,1198193,RStudio
nomnoml,Package,Sassy 'UML' Diagrams,0.2.6,"A tool for drawing sassy 'UML' diagrams based on a simple syntax,
see <https://www.nomnoml.com>. Supports styling, R Markdown and exporting diagrams
in the PNG format.",MIT + file LICENSE,UTF-8,https://github.com/rstudio/nomnoml,https://rstudio.r-universe.dev,"Andrie de Vries [aut, cre],
Javier Luraschi [aut],
Daniel Kallin [cph] (nomnoml.js library, https://nomnoml.com),
RStudio [cph, fnd]",Andrie de Vries <apdevries@gmail.com>,2023-04-10T06:17:19.620Z,427378,RStudio
leaflet,Package,"Create Interactive Web Maps with the JavaScript 'Leaflet'
Library",2.1.1.9000,"Create and customize interactive maps using the 'Leaflet'
JavaScript library and the 'htmlwidgets' package. These maps can be used
directly from the R console, from 'RStudio', in Shiny applications and R Markdown
documents.",GPL-3,UTF-8,https://rstudio.github.io/leaflet/,https://rstudio.r-universe.dev,"Joe Cheng [aut, cre],
Barret Schloerke [aut],
Bhaskar Karambelkar [aut],
Yihui Xie [aut],
Hadley Wickham [ctb],
Kenton Russell [ctb],
Kent Johnson [ctb],
Vladimir Agafonkin [ctb, cph] (Leaflet library),
CloudMade [cph] (Leaflet library),
Leaflet contributors [ctb] (Leaflet library),
Brandon Copeland [ctb, cph] (leaflet-measure plugin),
Joerg Dietrich [ctb, cph] (Leaflet.Terminator plugin),
Benjamin Becquet [ctb, cph] (Leaflet.MagnifyingGlass plugin),
Norkart AS [ctb, cph] (Leaflet.MiniMap plugin),
L. Voogdt [ctb, cph] (Leaflet.awesome-markers plugin),
Daniel Montague [ctb, cph] (Leaflet.EasyButton plugin),
Kartena AB [ctb, cph] (Proj4Leaflet plugin),
Robert Kajic [ctb, cph] (leaflet-locationfilter plugin),
Mapbox [ctb, cph] (leaflet-omnivore plugin),
Michael Bostock [ctb, cph] (topojson),
RStudio [cph]",Joe Cheng <joe@rstudio.com>,2023-04-08T06:33:10.588Z,2236039,RStudio
plumber,Package,An API Generator for R,1.2.1.9000,"Gives the ability to automatically generate and serve an HTTP API
from R functions using the annotations in the R documentation around your
functions.",MIT + file LICENSE,UTF-8,"https://www.rplumber.io, https://github.com/rstudio/plumber",https://rstudio.r-universe.dev,"Barret Schloerke [cre, aut] (<https://orcid.org/0000-0001-9986-114X>),
Jeff Allen [aut, ccp],
Bruno Tremblay [ctb],
Frans van Dunné [ctb],
Sebastiaan Vandewoude [ctb],
RStudio [cph, fnd]",Barret Schloerke <barret@rstudio.com>,2023-04-07T06:57:58.213Z,842370,RStudio
bundle,NA,Serialize Model Objects with a Consistent Interface,0.1.0.9000,"Typically, models in 'R' exist in memory and can be saved via
regular 'R' serialization. However, some models store information in
locations that cannot be saved using 'R' serialization alone. The goal
of 'bundle' is to provide a common interface to capture this
information, situate it within a portable object, and restore it for
use in new settings.",MIT + file LICENSE,UTF-8,"https://github.com/rstudio/bundle,
https://rstudio.github.io/bundle/",https://rstudio.r-universe.dev,"Julia Silge [aut, cre] (<https://orcid.org/0000-0002-3671-836X>),
Simon Couch [aut],
Qiushi Yan [aut],
Max Kuhn [aut],
Posit Software, PBC [cph, fnd]",Julia Silge <julia.silge@posit.co>,2023-04-06T06:46:49.409Z,1538245,RStudio
flexdashboard,Package,R Markdown Format for Flexible Dashboards,0.6.1.9000,"Format for converting an R Markdown document to a grid oriented
dashboard. The dashboard flexibly adapts the size of it's components to the
containing web page.",MIT + file LICENSE,UTF-8,"https://pkgs.rstudio.com/flexdashboard/,
https://github.com/rstudio/flexdashboard/",https://rstudio.r-universe.dev,"Carson Sievert [aut, cre] (<https://orcid.org/0000-0002-4958-2844>),
Richard Iannone [aut] (<https://orcid.org/0000-0003-3925-190X>),
JJ Allaire [aut],
Barbara Borges [aut],
RStudio [cph],
Keen IO [ctb, cph] (Dashboard CSS),
Abdullah Almsaeed [ctb, cph] (Dashboard CSS),
Jonas Mosbech [ctb, cph] (StickyTableHeaders),
Noel Bossart [ctb, cph] (Featherlight),
Lea Verou [ctb, cph] (Prism),
Dmitry Baranovskiy [ctb, cph] (Raphael.js),
Sencha Labs [ctb, cph] (Raphael.js),
Bojan Djuricic [ctb, cph] (JustGage),
Tomas Sardyha [ctb, cph] (Sly),
Bryan Lewis [ctb, cph] (Examples),
Joshua Kunst [ctb, cph] (Examples),
Ryan Hafen [ctb, cph] (Examples),
Bob Rudis [ctb, cph] (Examples),
Joe Cheng [ctb] (Examples)",Carson Sievert <carson@rstudio.com>,2023-04-02T06:13:43.173Z,420243,RStudio
packrat,Package,"A Dependency Management System for Projects and their R Package
Dependencies",0.9.1-1,"Manage the R packages your project depends on in an isolated,
portable, and reproducible way.",GPL-2,UTF-8,https://github.com/rstudio/packrat/,https://rstudio.r-universe.dev,"Aron Atkins [aut, cre],
Toph Allen [aut],
Kevin Ushey [aut],
Jonathan McPherson [aut],
Joe Cheng [aut],
JJ Allaire [aut],
Posit Software, PBC [cph, fnd]",Aron Atkins <aron@posit.co>,2023-03-30T06:23:30.236Z,503004,RStudio
shinytest2,NA,Testing for Shiny Applications,0.2.1.9000,Automated unit testing of Shiny applications through a headless 'Chromium' browser.,MIT + file LICENSE,UTF-8,"https://rstudio.github.io/shinytest2/,
https://github.com/rstudio/shinytest2",https://rstudio.r-universe.dev,"Barret Schloerke [cre, aut] (<https://orcid.org/0000-0001-9986-114X>),
RStudio [cph, fnd],
Winston Chang [ctb] (Original author to rstudio/shinytest),
Gábor Csárdi [ctb] (Original author to rstudio/shinytest),
Hadley Wickham [ctb] (Original author to rstudio/shinytest),
Mango Solutions [cph, ccp] (Original author to rstudio/shinytest)",Barret Schloerke <barret@rstudio.com>,2023-02-22T20:22:21.271Z,5268901,RStudio
pool,Package,Object Pooling,1.0.1.9000,"Enables the creation of object pools, which make it less
computationally expensive to fetch a new object. Currently the only
supported pooled objects are 'DBI' connections.",MIT + file LICENSE,UTF-8,"https://github.com/rstudio/pool, http://rstudio.github.io/pool/",https://rstudio.r-universe.dev,"Joe Cheng [aut],
Barbara Borges [aut],
Hadley Wickham [aut, cre],
Posit Software, PBC [cph, fnd]",Hadley Wickham <hadley@posit.co>,2023-02-21T16:15:20.856Z,152455,RStudio
fontawesome,Package,Easily Work with 'Font Awesome' Icons,0.5.0.9000,"Easily and flexibly insert 'Font Awesome' icons into 'R Markdown'
documents and 'Shiny' apps. These icons can be inserted into HTML content
through inline 'SVG' tags or 'i' tags. There is also a utility function for
exporting 'Font Awesome' icons as 'PNG' images for those situations where
raster graphics are needed.",MIT + file LICENSE,UTF-8,"https://github.com/rstudio/fontawesome,
https://rstudio.github.io/fontawesome/",https://rstudio.r-universe.dev,"Richard Iannone [aut, cre] (<https://orcid.org/0000-0003-3925-190X>),
Christophe Dervieux [ctb] (<https://orcid.org/0000-0003-4474-2498>),
Winston Chang [ctb],
Dave Gandy [ctb, cph] (Font-Awesome font),
Posit Software, PBC [cph, fnd]",Richard Iannone <rich@rstudio.com>,2023-03-19T06:33:27.940Z,1383609,RStudio
plumbertableau,Package,Turn 'Plumber' APIs into 'Tableau' Extensions,0.1.0.9000,"Build 'Plumber' APIs that can be used in 'Tableau' workbooks.
Annotations in R comments allow APIs to conform to the 'Tableau Analytics
Extension' specification, so that R code can be used to power 'Tableau'
workbooks.",MIT + file LICENSE,UTF-8,"https://rstudio.github.io/plumbertableau/,
https://github.com/rstudio/plumbertableau",https://rstudio.r-universe.dev,"James Blair [aut, cre],
Joe Cheng [aut],
Toph Allen [aut],
Bill Sager [aut],
RStudio [cph, fnd],
Tableau [cph]",James Blair <james@rstudio.com>,2023-03-18T07:08:49.466Z,2530422,RStudio
httpuv,Package,HTTP and WebSocket Server Library,1.6.9.9000,"Provides low-level socket and protocol support for handling
HTTP and WebSocket requests directly from within R. It is primarily
intended as a building block for other packages, rather than making it
particularly easy to create complete web applications using httpuv alone.
httpuv is built on top of the libuv and http-parser C libraries, both of
which were developed by Joyent, Inc. (See LICENSE file for libuv and
http-parser license information.)",GPL (>= 2) | file LICENSE,UTF-8,https://github.com/rstudio/httpuv,https://rstudio.r-universe.dev,"Joe Cheng [aut],
Winston Chang [aut, cre],
RStudio, PBC [cph],
Hector Corrada Bravo [ctb],
Jeroen Ooms [ctb],
Andrzej Krzemienski [cph] (optional.hpp)",Winston Chang <winston@rstudio.com>,2023-02-14T22:21:24.742Z,1992123,RStudio
promises,Package,Abstractions for Promise-Based Asynchronous Programming,1.2.0.9000,"Provides fundamental abstractions for doing asynchronous programming
in R using promises. Asynchronous programming is useful for allowing a single
R process to orchestrate multiple tasks in the background while also attending
to something else. Semantics are similar to 'JavaScript' promises, but with a
syntax that is idiomatic R.",MIT + file LICENSE,UTF-8,"https://rstudio.github.io/promises/,
https://github.com/rstudio/promises",https://rstudio.r-universe.dev,"Joe Cheng [aut, cre],
RStudio [cph, fnd]",Joe Cheng <joe@rstudio.com>,2023-04-10T06:04:01.525Z,3247516,RStudio
sass,Package,Syntactically Awesome Style Sheets ('Sass'),0.4.5.9000,"An 'SCSS' compiler, powered by the 'LibSass' library. With this,
R developers can use variables, inheritance, and functions to generate
dynamic style sheets. The package uses the 'Sass CSS' extension language,
which is stable, powerful, and CSS compatible.",MIT + file LICENSE,UTF-8,"https://rstudio.github.io/sass/, https://github.com/rstudio/sass",https://rstudio.r-universe.dev,"Joe Cheng [aut],
Timothy Mastny [aut],
Richard Iannone [aut] (<https://orcid.org/0000-0003-3925-190X>),
Barret Schloerke [aut] (<https://orcid.org/0000-0001-9986-114X>),
Carson Sievert [aut, cre] (<https://orcid.org/0000-0002-4958-2844>),
Christophe Dervieux [ctb] (<https://orcid.org/0000-0003-4474-2498>),
RStudio [cph, fnd],
Sass Open Source Foundation [ctb, cph] (LibSass library),
Greter Marcel [ctb, cph] (LibSass library),
Mifsud Michael [ctb, cph] (LibSass library),
Hampton Catlin [ctb, cph] (LibSass library),
Natalie Weizenbaum [ctb, cph] (LibSass library),
Chris Eppstein [ctb, cph] (LibSass library),
Adams Joseph [ctb, cph] (json.cpp),
Trifunovic Nemanja [ctb, cph] (utf8.h)",Carson Sievert <carson@rstudio.com>,2023-03-25T06:27:43.934Z,3145212,RStudio
connectwidgets,NA,Organize and Curate Your Content Within 'Posit Connect',0.2.0,"A collection of helper functions and 'htmlwidgets' to help publishers
curate content collections on 'Posit Connect'. The components,
Card, Grid, Table, Search, and Filter can be used to produce a
showcase page or gallery contained within a static or interactive
R Markdown page.",MIT + file LICENSE,UTF-8,"https://rstudio.github.io/connectwidgets/,
https://github.com/rstudio/connectwidgets",https://rstudio.r-universe.dev,"Brian Smith [aut, cre],
Marcos Navarro [aut],
David Aja [ctb],
Kelly O'Briant [ctb],
Posit [cph]",Brian Smith <brian@rstudio.com>,2023-03-18T06:39:30.536Z,1633389,RStudio
shinyloadtest,Package,Load Test Shiny Applications,1.1.0.9000,"Assesses the number of concurrent users 'shiny'
applications are capable of supporting, and for directing application changes
in order to support a higher number of users. Provides facilities for recording
'shiny' application sessions, playing recorded sessions against a target
server at load, and analyzing the resulting metrics.",GPL-3,UTF-8,"https://rstudio.github.io/shinyloadtest/,
https://github.com/rstudio/shinyloadtest",https://rstudio.r-universe.dev,"Barret Schloerke [aut, cre] (<https://orcid.org/0000-0001-9986-114X>),
Alan Dipert [aut],
Barbara Borges [aut],
RStudio [cph, fnd]",Barret Schloerke <barret@rstudio.com>,2023-04-09T05:49:28.633Z,513619,RStudio
thematic,NA,"Unified and Automatic 'Theming' of 'ggplot2', 'lattice', and
'base' R Graphics",0.1.2.9000,"Theme 'ggplot2', 'lattice', and 'base' graphics based on a few choices, including foreground color, background color, accent color,
and font family. Fonts that aren't available on the system, but are available via download on 'Google Fonts',
can be automatically downloaded, cached, and registered for use with the 'showtext' and 'ragg' packages.",MIT + file LICENSE,UTF-8,"https://rstudio.github.io/thematic/,
https://github.com/rstudio/thematic#readme",https://rstudio.r-universe.dev,"Carson Sievert [aut, cre] (<https://orcid.org/0000-0002-4958-2844>),
Barret Schloerke [aut] (<https://orcid.org/0000-0001-9986-114X>),
Joe Cheng [aut],
RStudio [cph]",Carson Sievert <carson@rstudio.com>,2023-03-14T07:00:22.928Z,2866135,RStudio
bsicons,NA,Easily Work with 'Bootstrap' Icons,0.1,"Easily use 'Bootstrap' icons inside 'Shiny' apps and 'R Markdown' documents. More generally, icons can be inserted in any 'htmltools' document through inline 'SVG'.",MIT + file LICENSE,UTF-8,https://github.com/rstudio/bsicons,https://rstudio.r-universe.dev,"Carson Sievert [cre, aut] (<https://orcid.org/0000-0002-4958-2844>),
RStudio [cph, fnd],
Mark Otto [cph] (Bootstrap icons maintainer)",Carson Sievert <carson@rstudio.com>,2023-02-21T05:07:54.298Z,305968,RStudio
